DecimalYear,Declination,Inclination,Hor,Total,X,Y,Z
2002.28493,0.55013,64.32255,20732.8,47848.2,20731.9,199.1,43123.1
2002.38493,0.56084,64.32338,20733.7,47851.5,20732.7,202.9,43126.4
2002.48493,0.57154,64.32421,20734.5,47854.9,20733.4,206.8,43129.7
2002.58493,0.58225,64.32504,20735.3,47858.2,20734.2,210.7,43133.0
2002.68493,0.59295,64.32587,20736.1,47861.5,20735.0,214.6,43136.3
2002.78493,0.60365,64.32669,20736.9,47864.9,20735.8,218.5,43139.6
2002.88493,0.61435,64.32752,20737.8,47868.2,20736.6,222.4,43142.9
2002.98493,0.62505,64.32835,20738.6,47871.6,20737.4,226.2,43146.2
2003.08493,0.63575,64.32917,20739.4,47874.9,20738.1,230.1,43149.5
2003.18493,0.64645,64.33,20740.2,47878.2,20738.9,234.0,43152.8
2003.28493,0.65715,64.33082,20741.1,47881.6,20739.7,237.9,43156.2
2003.38493,0.66784,64.33164,20741.9,47884.9,20740.5,241.8,43159.5
2003.48493,0.67854,64.33246,20742.7,47888.3,20741.3,245.6,43162.8
2003.58493,0.68923,64.33328,20743.6,47891.6,20742.1,249.5,43166.1
2003.68493,0.69993,64.3341,20744.4,47894.9,20742.8,253.4,43169.4
2003.78493,0.71062,64.33492,20745.2,47898.3,20743.6,257.3,43172.7
2003.88493,0.72131,64.33574,20746.0,47901.6,20744.4,261.2,43176.0
2003.98493,0.732,64.33656,20746.9,47905.0,20745.2,265.1,43179.3
2004.08493,0.7427,64.33737,20747.7,47908.3,20746.0,268.9,43182.6
2004.18493,0.75339,64.33819,20748.5,47911.6,20746.7,272.8,43185.9
2004.28493,0.76407,64.339,20749.4,47915.0,20747.5,276.7,43189.2
2004.38493,0.77476,64.33982,20750.2,47918.3,20748.3,280.6,43192.5
2004.48493,0.78545,64.34063,20751.0,47921.7,20749.1,284.5,43195.8
2004.58493,0.79614,64.34144,20751.9,47925.0,20749.9,288.3,43199.2
2004.68493,0.80682,64.34225,20752.7,47928.4,20750.7,292.2,43202.5
2004.78493,0.81751,64.34306,20753.6,47931.7,20751.4,296.1,43205.8
2004.88493,0.82819,64.34387,20754.4,47935.1,20752.2,300.0,43209.1
2004.98493,0.83887,64.34468,20755.2,47938.4,20753.0,303.9,43212.4
2005.08493,0.85042,64.34494,20756.3,47941.4,20754.0,308.1,43215.2
2005.18493,0.86212,64.3451,20757.5,47944.3,20755.1,312.3,43217.9
2005.28493,0.87381,64.34525,20758.6,47947.3,20756.2,316.6,43220.6
2005.38493,0.88551,64.34541,20759.8,47950.2,20757.3,320.8,43223.3
2005.48493,0.8972,64.34557,20761.0,47953.2,20758.4,325.1,43226.0
2005.58493,0.90889,64.34572,20762.1,47956.1,20759.5,329.3,43228.7
2005.68493,0.92058,64.34587,20763.3,47959.0,20760.6,333.6,43231.4
2005.78493,0.93227,64.34603,20764.4,47962.0,20761.7,337.8,43234.1
2005.88493,0.94396,64.34618,20765.6,47964.9,20762.8,342.1,43236.8
2005.98493,0.95565,64.34633,20766.7,47967.9,20763.9,346.4,43239.5
2006.08493,0.96733,64.34648,20767.9,47970.8,20764.9,350.6,43242.3
2006.18493,0.97902,64.34663,20769.1,47973.8,20766.0,354.9,43245.0
2006.28493,0.9907,64.34678,20770.2,47976.7,20767.1,359.1,43247.7
2006.38493,1.00238,64.34692,20771.4,47979.6,20768.2,363.4,43250.4
2006.48493,1.01406,64.34707,20772.6,47982.6,20769.3,367.6,43253.1
2006.58493,1.02574,64.34722,20773.7,47985.5,20770.4,371.9,43255.8
2006.68493,1.03742,64.34736,20774.9,47988.5,20771.5,376.1,43258.5
2006.78493,1.04909,64.3475,20776.1,47991.4,20772.6,380.4,43261.2
2006.88493,1.06077,64.34765,20777.2,47994.4,20773.7,384.6,43263.9
2006.98493,1.07244,64.34779,20778.4,47997.3,20774.8,388.9,43266.6
2007.08493,1.08411,64.34793,20779.6,48000.3,20775.8,393.2,43269.3
2007.18493,1.09579,64.34807,20780.7,48003.2,20776.9,397.4,43272.0
2007.28493,1.10746,64.34821,20781.9,48006.1,20778.0,401.7,43274.7
2007.38493,1.11912,64.34834,20783.1,48009.1,20779.1,405.9,43277.4
2007.48493,1.13079,64.34848,20784.2,48012.0,20780.2,410.2,43280.2
2007.58493,1.14246,64.34862,20785.4,48015.0,20781.3,414.4,43282.9
2007.68493,1.15412,64.34875,20786.6,48017.9,20782.4,418.7,43285.6
2007.78493,1.16578,64.34888,20787.8,48020.9,20783.5,422.9,43288.3
2007.88493,1.17745,64.34902,20788.9,48023.8,20784.6,427.2,43291.0
2007.98493,1.18911,64.34915,20790.1,48026.8,20785.6,431.4,43293.7
2008.08493,1.20077,64.34928,20791.3,48029.7,20786.7,435.7,43296.4
2008.18493,1.21242,64.34941,20792.5,48032.7,20787.8,440.0,43299.1
2008.28493,1.22408,64.34954,20793.7,48035.6,20788.9,444.2,43301.8
2008.38493,1.23574,64.34967,20794.8,48038.6,20790.0,448.5,43304.5
2008.48493,1.24739,64.3498,20796.0,48041.5,20791.1,452.7,43307.2
2008.58493,1.25904,64.34992,20797.2,48044.5,20792.2,457.0,43309.9
2008.68493,1.27069,64.35005,20798.4,48047.4,20793.3,461.2,43312.6
2008.78493,1.28234,64.35017,20799.6,48050.4,20794.4,465.5,43315.3
2008.88493,1.29399,64.35029,20800.8,48053.4,20795.5,469.7,43318.0
2008.98493,1.30564,64.35042,20801.9,48056.3,20796.5,474.0,43320.8
2009.08493,1.31728,64.35054,20803.1,48059.3,20797.6,478.2,43323.5
2009.18493,1.32893,64.35066,20804.3,48062.2,20798.7,482.5,43326.2
2009.28493,1.34057,64.35078,20805.5,48065.2,20799.8,486.8,43328.9
2009.38493,1.35221,64.3509,20806.7,48068.1,20800.9,491.0,43331.6
2009.48493,1.36386,64.35102,20807.9,48071.1,20802.0,495.3,43334.3
2009.58493,1.37549,64.35113,20809.1,48074.0,20803.1,499.5,43337.0
2009.68493,1.38713,64.35125,20810.3,48077.0,20804.2,503.8,43339.7
2009.78493,1.39877,64.35136,20811.5,48079.9,20805.3,508.0,43342.4
2009.88493,1.4104,64.35148,20812.7,48082.9,20806.3,512.3,43345.1
2009.98493,1.42204,64.35159,20813.8,48085.9,20807.4,516.5,43347.8
2010.08493,1.43547,64.35185,20814.9,48088.7,20808.4,521.4,43350.5
2010.18493,1.44923,64.35212,20815.9,48091.6,20809.3,526.5,43353.2
2010.28493,1.46298,64.3524,20816.9,48094.4,20810.2,531.5,43355.8
2010.38493,1.47673,64.35267,20818.0,48097.3,20811.1,536.5,43358.5
2010.48493,1.49047,64.35295,20819.0,48100.1,20812.0,541.5,43361.2
2010.58493,1.50422,64.35322,20820.0,48103.0,20812.9,546.5,43363.8
2010.68493,1.51797,64.35349,20821.1,48105.8,20813.7,551.6,43366.5
2010.78493,1.53171,64.35376,20822.1,48108.7,20814.6,556.6,43369.2
2010.88493,1.54545,64.35403,20823.1,48111.5,20815.5,561.6,43371.9
2010.98493,1.55919,64.35429,20824.2,48114.4,20816.4,566.6,43374.5
2011.08493,1.57293,64.35456,20825.2,48117.2,20817.3,571.6,43377.2
2011.18493,1.58667,64.35482,20826.2,48120.1,20818.2,576.7,43379.9
2011.28493,1.60041,64.35508,20827.3,48123.0,20819.1,581.7,43382.5
2011.38493,1.61415,64.35535,20828.3,48125.8,20820.0,586.7,43385.2
2011.48493,1.62788,64.35561,20829.3,48128.7,20820.9,591.7,43387.9
2011.58493,1.64161,64.35587,20830.4,48131.5,20821.8,596.7,43390.5
2011.68493,1.65535,64.35612,20831.4,48134.4,20822.7,601.8,43393.2
2011.78493,1.66908,64.35638,20832.5,48137.2,20823.6,606.8,43395.9
2011.88493,1.68281,64.35663,20833.5,48140.1,20824.5,611.8,43398.6
2011.98493,1.69653,64.35689,20834.6,48143.0,20825.4,616.8,43401.2
2012.08493,1.71026,64.35714,20835.6,48145.8,20826.3,621.8,43403.9
2012.18493,1.72399,64.35739,20836.6,48148.7,20827.2,626.9,43406.6
2012.28493,1.73771,64.35764,20837.7,48151.5,20828.1,631.9,43409.2
2012.38493,1.75143,64.35789,20838.7,48154.4,20829.0,636.9,43411.9
2012.48493,1.76515,64.35814,20839.8,48157.3,20829.9,641.9,43414.6
2012.58493,1.77887,64.35838,20840.9,48160.1,20830.8,646.9,43417.2
2012.68493,1.79259,64.35863,20841.9,48163.0,20831.7,652.0,43419.9
2012.78493,1.80631,64.35887,20843.0,48165.9,20832.6,657.0,43422.6
2012.88493,1.82002,64.35911,20844.0,48168.7,20833.5,662.0,43425.3
2012.98493,1.83374,64.35935,20845.1,48171.6,20834.4,667.0,43427.9
2013.08493,1.84745,64.35959,20846.1,48174.5,20835.3,672.0,43430.6
2013.18493,1.86116,64.35983,20847.2,48177.3,20836.2,677.1,43433.3
2013.28493,1.87487,64.36006,20848.3,48180.2,20837.1,682.1,43435.9
2013.38493,1.88858,64.3603,20849.3,48183.1,20838.0,687.1,43438.6
2013.48493,1.90228,64.36053,20850.4,48185.9,20838.9,692.1,43441.3
2013.58493,1.91599,64.36077,20851.4,48188.8,20839.8,697.1,43443.9
2013.68493,1.92969,64.361,20852.5,48191.7,20840.7,702.2,43446.6
2013.78493,1.9434,64.36123,20853.6,48194.5,20841.6,707.2,43449.3
2013.88493,1.9571,64.36146,20854.6,48197.4,20842.5,712.2,43452.0
2013.98493,1.9708,64.36168,20855.7,48200.3,20843.4,717.2,43454.6
2014.08493,1.9845,64.36191,20856.8,48203.1,20844.3,722.3,43457.3
2014.18493,1.99819,64.36213,20857.9,48206.0,20845.2,727.3,43460.0
2014.28493,2.01189,64.36236,20858.9,48208.9,20846.1,732.3,43462.6
2014.38493,2.02558,64.36258,20860.0,48211.7,20847.0,737.3,43465.3
2014.48493,2.03928,64.3628,20861.1,48214.6,20847.9,742.3,43468.0
2014.58493,2.05297,64.36302,20862.2,48217.5,20848.8,747.4,43470.6
2014.68493,2.06666,64.36324,20863.2,48220.4,20849.7,752.4,43473.3
2014.78493,2.08035,64.36345,20864.3,48223.2,20850.6,757.4,43476.0
2014.88493,2.09403,64.36367,20865.4,48226.1,20851.5,762.4,43478.7
2014.98493,2.10772,64.36388,20866.5,48229.0,20852.4,767.4,43481.3
2015.08493,2.12323,64.36502,20867.4,48233.2,20853.1,773.1,43485.5
2015.18493,2.13906,64.36633,20868.3,48237.6,20853.8,778.9,43490.0
2015.28493,2.15489,64.36763,20869.3,48242.0,20854.5,784.7,43494.4
2015.38493,2.17072,64.36893,20870.2,48246.4,20855.2,790.5,43498.9
2015.48493,2.18655,64.37022,20871.1,48250.9,20855.9,796.3,43503.4
2015.58493,2.20238,64.37152,20872.1,48255.3,20856.6,802.1,43507.8
2015.68493,2.21821,64.37281,20873.0,48259.7,20857.3,807.9,43512.3
2015.78493,2.23403,64.3741,20873.9,48264.2,20858.1,813.7,43516.8
2015.88493,2.24986,64.37539,20874.9,48268.6,20858.8,819.5,43521.2
2015.98493,2.26568,64.37668,20875.8,48273.0,20859.5,825.3,43525.7
2016.08493,2.2815,64.37797,20876.7,48277.4,20860.2,831.1,43530.1
2016.18493,2.29732,64.37925,20877.7,48281.9,20860.9,836.9,43534.6
2016.28493,2.31313,64.38053,20878.6,48286.3,20861.6,842.7,43539.1
2016.38493,2.32895,64.38181,20879.6,48290.7,20862.3,848.5,43543.5
2016.48493,2.34476,64.38309,20880.5,48295.2,20863.0,854.3,43548.0
2016.58493,2.36058,64.38436,20881.5,48299.6,20863.7,860.1,43552.4
2016.68493,2.37639,64.38564,20882.4,48304.0,20864.4,865.9,43556.9
2016.78493,2.3922,64.38691,20883.4,48308.5,20865.2,871.7,43561.4
2016.88493,2.40801,64.38818,20884.3,48312.9,20865.9,877.5,43565.8
2016.98493,2.42382,64.38945,20885.3,48317.3,20866.6,883.3,43570.3
2017.08493,2.43962,64.39071,20886.2,48321.8,20867.3,889.1,43574.8
2017.18493,2.45543,64.39198,20887.2,48326.2,20868.0,894.9,43579.2
2017.28493,2.47123,64.39324,20888.1,48330.6,20868.7,900.6,43583.7
2017.38493,2.48703,64.3945,20889.1,48335.1,20869.4,906.4,43588.1
2017.48493,2.50283,64.39576,20890.0,48339.5,20870.1,912.2,43592.6
2017.58493,2.51863,64.39701,20891.0,48344.0,20870.8,918.0,43597.1
2017.68493,2.53443,64.39827,20892.0,48348.4,20871.5,923.8,43601.5
2017.78493,2.55022,64.39952,20892.9,48352.8,20872.2,929.6,43606.0
2017.88493,2.56602,64.40077,20893.9,48357.3,20873.0,935.4,43610.5
2017.98493,2.58181,64.40202,20894.9,48361.7,20873.7,941.2,43614.9
2018.08493,2.5976,64.40327,20895.8,48366.2,20874.4,947.0,43619.4
2018.18493,2.61339,64.40451,20896.8,48370.6,20875.1,952.8,43623.8
2018.28493,2.62918,64.40575,20897.8,48375.1,20875.8,958.6,43628.3
2018.38493,2.64497,64.407,20898.8,48379.5,20876.5,964.4,43632.8
2018.48493,2.66075,64.40823,20899.7,48383.9,20877.2,970.2,43637.2
2018.58493,2.67654,64.40947,20900.7,48388.4,20877.9,976.0,43641.7
2018.68493,2.69232,64.41071,20901.7,48392.8,20878.6,981.8,43646.1
2018.78493,2.7081,64.41194,20902.7,48397.3,20879.3,987.6,43650.6
2018.88493,2.72388,64.41317,20903.7,48401.7,20880.0,993.4,43655.1
2018.98493,2.73966,64.4144,20904.7,48406.2,20880.8,999.2,43659.5
2019.08493,2.75544,64.41563,20905.6,48410.6,20881.5,1005.0,43664.0
2019.18493,2.77121,64.41685,20906.6,48415.1,20882.2,1010.8,43668.5
2019.28493,2.78699,64.41808,20907.6,48419.5,20882.9,1016.6,43672.9
2019.38493,2.80276,64.4193,20908.6,48424.0,20883.6,1022.4,43677.4
2019.48493,2.81853,64.42052,20909.6,48428.5,20884.3,1028.2,43681.8
2019.58493,2.8343,64.42174,20910.6,48432.9,20885.0,1034.0,43686.3
2019.68493,2.85007,64.42295,20911.6,48437.4,20885.7,1039.8,43690.8
2019.78493,2.86583,64.42417,20912.6,48441.8,20886.4,1045.6,43695.2
2019.88493,2.8816,64.42538,20913.6,48446.3,20887.1,1051.4,43699.7
2019.98493,2.89736,64.42659,20914.6,48450.7,20887.9,1057.2,43704.2
2020.08493,2.91413,64.42823,20915.6,48455.9,20888.5,1063.3,43709.4
2020.18493,2.93108,64.42995,20916.5,48461.1,20889.1,1069.6,43714.7
2020.28493,2.94802,64.43166,20917.5,48466.4,20889.8,1075.8,43720.1
2020.38493,2.96497,64.43338,20918.4,48471.6,20890.4,1082.0,43725.5
2020.48493,2.98191,64.43509,20919.4,48476.9,20891.1,1088.2,43730.8
2020.58493,2.99885,64.43679,20920.3,48482.1,20891.7,1094.5,43736.2
2020.68493,3.01579,64.4385,20921.3,48487.4,20892.3,1100.7,43741.5
2020.78493,3.03273,64.4402,20922.3,48492.6,20893.0,1106.9,43746.9
2020.88493,3.04966,64.4419,20923.2,48497.9,20893.6,1113.1,43752.3
2020.98493,3.0666,64.4436,20924.2,48503.1,20894.3,1119.4,43757.6
2021.08493,3.08353,64.4453,20925.2,48508.4,20894.9,1125.6,43763.0
2021.18493,3.10046,64.44699,20926.2,48513.6,20895.5,1131.8,43768.4
2021.28493,3.11739,64.44868,20927.1,48518.9,20896.2,1138.1,43773.7
2021.38493,3.13432,64.45037,20928.1,48524.2,20896.8,1144.3,43779.1
2021.48493,3.15125,64.45206,20929.1,48529.4,20897.4,1150.5,43784.4
2021.58493,3.16817,64.45374,20930.1,48534.7,20898.1,1156.7,43789.8
2021.68493,3.18509,64.45542,20931.1,48539.9,20898.7,1163.0,43795.2
2021.78493,3.20202,64.4571,20932.0,48545.2,20899.4,1169.2,43800.5
2021.88493,3.21894,64.45878,20933.0,48550.5,20900.0,1175.4,43805.9
2021.98493,3.23585,64.46046,20934.0,48555.7,20900.6,1181.6,43811.2
2022.08493,3.25277,64.46213,20935.0,48561.0,20901.3,1187.9,43816.6
2022.18493,3.26969,64.4638,20936.0,48566.3,20901.9,1194.1,43822.0
2022.28493,3.2866,64.46547,20937.0,48571.5,20902.6,1200.3,43827.3
